prep_time,queue_length,hour,day_of_week,is_peak,is_weekend,actual_wait
25,10,16,3,0,0,43.46917207055034
20,10,16,3,0,0,40.10178002699219
22,10,16,3,0,0,41.37636776085929
14,21,17,3,1,0,47.78269707163109
12,21,17,3,1,0,43.73052490159654
14,21,17,3,1,0,45.53700229036
23,21,17,3,1,0,54.79922211938969
13,21,17,3,1,0,47.502923290154804
9,21,17,3,1,0,44.37411217770086
9,21,17,3,1,0,42.03862788983773
11,21,17,3,1,0,42.404313184314
6,21,17,3,1,0,35.654987459360555
9,21,17,3,1,0,43.57421701377528
10,21,17,3,1,0,44.07780139271
12,21,17,3,1,0,47.64958640442909
8,21,17,3,1,0,42.92409664982576
16,21,17,3,1,0,49.826581717710035
21,21,17,3,1,0,50.357483354388194
10,21,17,3,1,0,43.83538191285538
25,21,17,3,1,0,57.35200159479822
7,21,17,3,1,0,41.03998014856679
13,21,17,3,1,0,45.857750783362945
5,21,17,3,1,0,37.42784429376568
9,21,17,3,1,0,43.94702017105001
10,21,18,3,1,0,45.36554073495673
11,21,18,3,1,0,44.62743616297055
23,21,18,3,1,0,56.556013992491145
20,21,18,3,1,0,51.62345036777477
17,21,18,3,1,0,50.325302423662286
19,21,18,3,1,0,51.23588585234211
22,21,18,3,1,0,54.085324328753885
16,21,18,3,1,0,49.7848209661208
11,21,18,3,1,0,45.1226452582144
16,21,18,3,1,0,48.039030703754634
17,21,18,3,1,0,50.91549658778536
8,21,18,3,1,0,41.30306519067821
15,21,18,3,1,0,45.96554769691736
18,21,18,3,1,0,47.40556923410446
10,21,18,3,1,0,45.49217501013868
23,21,18,3,1,0,56.10248754131869
11,21,18,3,1,0,43.39177304663351
14,21,18,3,1,0,43.044013425661305
19,21,18,3,1,0,53.53383613710832
15,21,18,3,1,0,50.40710887902968
11,21,18,3,1,0,44.44737658877994
9,15,19,3,1,0,43.54987915549528
18,15,19,3,1,0,50.26014095426725
16,15,19,3,1,0,47.48571545957348
14,15,19,3,1,0,43.0704592655013
10,15,19,3,1,0,43.49948369175579
11,15,19,3,1,0,43.76764315332249
12,15,19,3,1,0,43.51526854135795
17,15,19,3,1,0,50.49227537911188
16,15,19,3,1,0,50.303978764384595
17,15,19,3,1,0,48.34960351790209
14,15,19,3,1,0,46.15860514987582
17,15,19,3,1,0,49.83061808329241
19,15,19,3,1,0,49.71488794126577
16,15,19,3,1,0,50.08122646446039
7,15,19,3,1,0,43.1579291412565
20,10,20,3,0,0,35.82087283644917
11,10,20,3,0,0,28.185097938968006
19,10,20,3,0,0,36.55386796829847
19,10,20,3,0,0,35.97658947419572
10,10,20,3,0,0,29.29001075707815
26,10,20,3,0,0,41.80379016166096
5,10,20,3,0,0,22.58162738835379
12,10,20,3,0,0,31.943067865565183
7,10,20,3,0,0,25.203588698445575
18,10,20,3,0,0,35.68550444816599
12,7,21,3,0,0,22.318281668991286
10,7,21,3,0,0,23.876591597080978
11,7,21,3,0,0,22.213435760635587
15,7,21,3,0,0,30.673879235334788
10,7,21,3,0,0,25.805199708676355
16,7,21,3,0,0,27.721654177605817
12,7,21,3,0,0,23.9939946885761
18,10,7,4,0,0,37.925455879718875
21,10,7,4,0,0,37.80430108568866
17,10,7,4,0,0,31.965487520465054
11,10,7,4,0,0,28.271624870640654
17,10,7,4,0,0,36.106357416278065
10,10,7,4,0,0,29.964571369172905
20,10,7,4,0,0,37.298562524742096
19,10,7,4,0,0,37.33753262926282
11,10,7,4,0,0,30.23351916437594
9,10,7,4,0,0,27.79653456726105
27,8,8,4,0,0,39.952725931311335
12,8,8,4,0,0,26.094587117469146
19,8,8,4,0,0,32.24635852117206
14,8,8,4,0,0,26.62280472653795
13,8,8,4,0,0,27.66546461500409
19,8,8,4,0,0,32.561544782118034
10,8,8,4,0,0,26.51385002599478
11,8,8,4,0,0,25.335885254282168
10,18,9,4,0,0,39.32370720262839
17,18,9,4,0,0,41.33280883082116
11,18,9,4,0,0,39.55382050254975
24,18,9,4,0,0,50.798808364663486
14,18,9,4,0,0,40.88393335011887
14,18,9,4,0,0,42.26683830760982
11,18,9,4,0,0,35.70760936643538
12,18,9,4,0,0,37.02879788031689
21,18,9,4,0,0,48.962507845900966
7,18,9,4,0,0,35.09836613819825
14,18,9,4,0,0,40.74274725528713
26,18,9,4,0,0,55.315068539391945
9,18,9,4,0,0,30.14917153560375
13,18,9,4,0,0,40.45308814882222
3,18,9,4,0,0,31.503896769538223
14,18,9,4,0,0,43.30975774624474
22,18,9,4,0,0,50.41627680028149
14,18,9,4,0,0,41.63114611000804
17,12,10,4,0,0,35.526784907689766
16,12,10,4,0,0,32.315856410025205
10,12,10,4,0,0,31.106747218919182
18,12,10,4,0,0,37.94321313686625
6,12,10,4,0,0,28.66863737035159
16,12,10,4,0,0,35.774820717308955
14,12,10,4,0,0,38.06972456854797
5,12,10,4,0,0,28.73785504264939
16,12,10,4,0,0,39.11805739399615
9,12,10,4,0,0,32.595125162401935
22,12,10,4,0,0,39.78828220640018
16,12,10,4,0,0,36.96850472108454
14,28,11,4,1,0,50.084402729715194
16,28,11,4,1,0,49.61065559088174
7,28,11,4,1,0,40.44180021609817
10,28,11,4,1,0,42.743946987312846
17,28,11,4,1,0,46.825679573786786
15,28,11,4,1,0,47.21110854783035
21,28,11,4,1,0,55.471504431362035
8,28,11,4,1,0,41.67884355099333
18,28,11,4,1,0,48.3640873137646
14,28,11,4,1,0,51.179406486537275
6,28,11,4,1,0,36.368676332528686
16,28,11,4,1,0,49.61677744513008
13,28,11,4,1,0,45.949202137854485
16,28,11,4,1,0,46.89904762918574
19,28,11,4,1,0,51.44867246344775
12,28,11,4,1,0,46.44099826557739
6,28,11,4,1,0,39.43803629620984
17,28,11,4,1,0,47.789688670879585
13,28,11,4,1,0,45.4981881562487
10,28,11,4,1,0,41.61099634152194
17,28,11,4,1,0,49.49667556387546
19,28,11,4,1,0,52.00926270856859
23,28,11,4,1,0,53.712319972465934
17,28,11,4,1,0,50.38219998242389
28,28,11,4,1,0,60.35746474852924
11,28,11,4,1,0,40.63469705452102
21,28,11,4,1,0,54.289345237009286
12,28,11,4,1,0,41.944733257033704
19,22,12,4,1,0,51.07784209333334
12,22,12,4,1,0,47.427841215923706
14,22,12,4,1,0,47.74887311869863
24,22,12,4,1,0,58.715985581507546
24,22,12,4,1,0,57.81966720911247
9,22,12,4,1,0,44.003227904258885
13,22,12,4,1,0,44.35497373693131
4,22,12,4,1,0,39.20935383654491
12,22,12,4,1,0,41.54328705206413
17,22,12,4,1,0,50.1873455492827
21,22,12,4,1,0,56.83054061913748
8,22,12,4,1,0,41.54689443530043
17,22,12,4,1,0,51.509887373951344
6,22,12,4,1,0,41.281789497142
12,22,12,4,1,0,45.62830401270357
14,22,12,4,1,0,48.78928943597119
9,22,12,4,1,0,44.3883008759551
9,22,12,4,1,0,41.0365478932847
17,22,12,4,1,0,50.36911573967239
19,22,12,4,1,0,54.51115606636179
6,22,12,4,1,0,37.74080444864956
16,22,12,4,1,0,49.877911888338026
21,23,13,4,1,0,56.533466060015485
6,23,13,4,1,0,41.04234447026938
13,23,13,4,1,0,46.11203319888289
13,23,13,4,1,0,49.71601813271339
13,23,13,4,1,0,42.36529894982668
16,23,13,4,1,0,51.44231505227233
11,23,13,4,1,0,42.75825570139052
12,23,13,4,1,0,47.85620444447534
12,23,13,4,1,0,42.36375744767816
24,23,13,4,1,0,54.97714116608072
17,23,13,4,1,0,44.69972596482779
11,23,13,4,1,0,43.54942598679366
8,23,13,4,1,0,42.61679817504296
17,23,13,4,1,0,51.050041366881004
12,23,13,4,1,0,45.22333113294396
19,23,13,4,1,0,52.81419452844053
13,23,13,4,1,0,43.63602212081322
25,23,13,4,1,0,57.71227776672528
17,23,13,4,1,0,46.54469666782187
17,23,13,4,1,0,48.5670833247254
13,23,13,4,1,0,47.663931862949745
18,23,13,4,1,0,48.817989440188725
10,23,13,4,1,0,44.82283450282946
12,8,14,4,0,0,28.51054338138239
11,8,14,4,0,0,28.85299522721012
6,8,14,4,0,0,17.829686733291283
6,8,14,4,0,0,18.760866106402737
20,8,14,4,0,0,33.991404469040134
8,8,14,4,0,0,24.71077935821924
10,8,14,4,0,0,21.48166627824578
12,8,14,4,0,0,26.98704106070947
14,9,15,4,0,0,31.676760459702702
24,9,15,4,0,0,37.51684569148234
15,9,15,4,0,0,30.761644817014595
7,9,15,4,0,0,18.414588895709223
10,9,15,4,0,0,24.9429970107066
13,9,15,4,0,0,29.832930675806157
8,9,15,4,0,0,24.898324203079273
17,9,15,4,0,0,33.886570754935526
12,9,15,4,0,0,28.674074520560136
19,7,16,4,0,0,31.324469624692235
13,7,16,4,0,0,22.60552457654603
9,7,16,4,0,0,19.32848005765311
10,7,16,4,0,0,21.289462189577158
18,7,16,4,0,0,31.968795914049807
19,7,16,4,0,0,31.593567578158407
13,7,16,4,0,0,23.010659155645012
22,26,17,4,1,0,55.081144208032015
21,26,17,4,1,0,55.720892834316196
14,26,17,4,1,0,43.860491828033666
12,26,17,4,1,0,43.93661030886538
16,26,17,4,1,0,49.25292435191393
12,26,17,4,1,0,42.254654207536106
19,26,17,4,1,0,53.70866755863882
30,26,17,4,1,0,61.56040619250927
10,26,17,4,1,0,41.72007152661978
10,26,17,4,1,0,42.74097373990232
4,26,17,4,1,0,36.61324706087763
15,26,17,4,1,0,50.018186406613154
11,26,17,4,1,0,43.263862298411205
5,26,17,4,1,0,38.313823759695296
26,26,17,4,1,0,58.83348875054552
15,26,17,4,1,0,47.55463974038462
10,26,17,4,1,0,43.957145657859826
18,26,17,4,1,0,53.24002009319329
11,26,17,4,1,0,44.22842374503208
17,26,17,4,1,0,51.05567928223838
8,26,17,4,1,0,37.846534858175325
9,26,17,4,1,0,45.78916229648576
20,26,17,4,1,0,54.921033869289595
20,26,17,4,1,0,51.778593881073796
10,26,17,4,1,0,43.112782862426435
9,26,17,4,1,0,42.151556149111215
23,21,18,4,1,0,54.19306082168954
17,21,18,4,1,0,50.30019918826989
10,21,18,4,1,0,41.43549130302562
9,21,18,4,1,0,43.34419509942794
8,21,18,4,1,0,38.860081589998806
14,21,18,4,1,0,46.895243863542255
13,21,18,4,1,0,45.24210956555169
7,21,18,4,1,0,41.451048791910345
16,21,18,4,1,0,49.75640955498624
16,21,18,4,1,0,48.82412832755199
15,21,18,4,1,0,48.515124478231066
19,21,18,4,1,0,53.66121885100708
10,21,18,4,1,0,36.03211033428458
20,21,18,4,1,0,53.69852870147948
9,21,18,4,1,0,43.53191975224969
10,21,18,4,1,0,41.683195521928816
12,21,18,4,1,0,41.782227779731244
16,21,18,4,1,0,52.381376244475305
9,21,18,4,1,0,42.01506270238734
12,21,18,4,1,0,42.60090822870141
28,21,18,4,1,0,62.46022863590883
15,17,19,4,1,0,46.55965664474414
16,17,19,4,1,0,50.27657503466967
22,17,19,4,1,0,56.73215436339352
20,17,19,4,1,0,56.632489442426056
12,17,19,4,1,0,43.59108055713304
20,17,19,4,1,0,52.3622235249789
11,17,19,4,1,0,46.05919350497789
12,17,19,4,1,0,47.892140881933024
10,17,19,4,1,0,44.42611305529582
25,17,19,4,1,0,61.23893800214158
8,17,19,4,1,0,44.01263816522493
11,17,19,4,1,0,44.4246463207523
21,17,19,4,1,0,53.56301973597729
16,17,19,4,1,0,47.44597233705418
14,17,19,4,1,0,49.669506040841654
12,17,19,4,1,0,48.4563368106319
8,17,19,4,1,0,42.82704192202228
8,10,20,4,0,0,27.45336939899065
15,10,20,4,0,0,30.125819916612258
13,10,20,4,0,0,33.6173153300176
7,10,20,4,0,0,28.371884279470336
18,10,20,4,0,0,37.57254694830883
18,10,20,4,0,0,36.51339032163871
12,10,20,4,0,0,32.295831948928665
23,10,20,4,0,0,40.12337765655724
11,10,20,4,0,0,28.0010800443284
19,10,20,4,0,0,35.9916537080533
24,8,21,4,0,0,38.44204424521091
20,8,21,4,0,0,32.90325361308528
6,8,21,4,0,0,22.054372389429503
12,8,21,4,0,0,24.610104496004567
14,8,21,4,0,0,28.802042873809086
8,8,21,4,0,0,23.48092114290673
17,8,21,4,0,0,30.92451205984289
7,8,21,4,0,0,21.09938838634621
11,5,7,5,0,1,17.35715408214699
13,5,7,5,0,1,20.67414616245504
13,5,7,5,0,1,19.623530822685193
11,5,7,5,0,1,18.614870236317223
17,5,7,5,0,1,26.50467554709976
10,3,8,5,0,1,14.798878619954495
19,3,8,5,0,1,21.776936519477328
16,3,8,5,0,1,18.0
7,5,9,5,0,1,12.532470833800225
4,5,9,5,0,1,13.296489089717149
12,5,9,5,0,1,17.24636119802968
4,5,9,5,0,1,10.652416639127619
7,5,9,5,0,1,11.268890493797318
18,3,10,5,0,1,20.188058026805546
12,3,10,5,0,1,16.46503094982316
15,3,10,5,0,1,17.0
20,24,11,5,1,1,51.30787560593798
17,24,11,5,1,1,49.64046997028628
20,24,11,5,1,1,47.22235206902873
13,24,11,5,1,1,44.54254325267046
8,24,11,5,1,1,39.03698720954608
11,24,11,5,1,1,44.52233989592432
13,24,11,5,1,1,46.457591721148134
20,24,11,5,1,1,50.07398377420089
8,24,11,5,1,1,36.87295840468243
9,24,11,5,1,1,38.70858158706255
28,24,11,5,1,1,59.287412627886525
19,24,11,5,1,1,44.81419530002559
11,24,11,5,1,1,42.42546596509764
12,24,11,5,1,1,42.239854412934584
8,24,11,5,1,1,39.60384248674076
9,24,11,5,1,1,42.69068686580566
12,24,11,5,1,1,42.44660834835033
21,24,11,5,1,1,55.41969156878993
9,24,11,5,1,1,38.78805806850783
6,24,11,5,1,1,33.88738556686283
15,24,11,5,1,1,42.85328368198187
8,24,11,5,1,1,35.259984261621426
12,24,11,5,1,1,46.824653773228455
21,24,11,5,1,1,51.6125964913489
12,20,12,5,1,1,43.89301515308105
14,20,12,5,1,1,45.82546368315266
9,20,12,5,1,1,38.827592542536486
12,20,12,5,1,1,46.428050313456204
6,20,12,5,1,1,36.01541347282586
11,20,12,5,1,1,44.17890980092072
20,20,12,5,1,1,49.87732675904234
10,20,12,5,1,1,43.800505214497036
17,20,12,5,1,1,48.74200289240009
17,20,12,5,1,1,49.13126855654559
15,20,12,5,1,1,46.10406911468456
15,20,12,5,1,1,46.88035719120313
8,20,12,5,1,1,37.51971213319631
13,20,12,5,1,1,42.992168916284975
19,20,12,5,1,1,50.31759772645141
10,20,12,5,1,1,41.84654995688858
13,20,12,5,1,1,44.88607551855576
10,20,12,5,1,1,41.56654687857934
11,20,12,5,1,1,40.75603712520436
21,20,12,5,1,1,52.45914181098938
10,15,13,5,1,1,41.73588567702492
4,15,13,5,1,1,34.1588249854987
14,15,13,5,1,1,46.86517000859423
16,15,13,5,1,1,48.810912678534635
20,15,13,5,1,1,52.94407515106858
18,15,13,5,1,1,47.74098051352295
18,15,13,5,1,1,48.751021293488435
20,15,13,5,1,1,55.20937490941088
17,15,13,5,1,1,46.24082587888277
14,15,13,5,1,1,42.400085584128036
10,15,13,5,1,1,44.15565203458962
14,15,13,5,1,1,42.4982107798506
15,15,13,5,1,1,44.62507607381507
29,15,13,5,1,1,63.07554409388928
17,15,13,5,1,1,49.062776238653775
16,7,14,5,0,1,29.554691251942423
16,7,14,5,0,1,28.027665433126828
5,7,14,5,0,1,16.265669153449267
17,7,14,5,0,1,28.633266691718326
5,7,14,5,0,1,14.583505131035915
18,7,14,5,0,1,29.440780878267294
11,7,14,5,0,1,20.31764896221148
5,7,15,5,0,1,16.694094893154865
12,7,15,5,0,1,22.5013806650849
20,7,15,5,0,1,30.179019333888707
14,7,15,5,0,1,22.725456303613704
10,7,15,5,0,1,20.935347167136285
17,7,15,5,0,1,26.461415374700117
12,7,15,5,0,1,22.67079668489074
6,5,16,5,0,1,12.301359405604405
8,5,16,5,0,1,16.030714970908864
21,5,16,5,0,1,28.30450233074351
16,5,16,5,0,1,24.864063828411453
13,5,16,5,0,1,21.679908348795177
9,7,17,5,1,1,26.240026755822033
7,7,17,5,1,1,20.706507169658046
18,7,17,5,1,1,37.45550064893491
6,7,17,5,1,1,23.57082427368017
16,7,17,5,1,1,31.486233888557617
19,7,17,5,1,1,33.769466901764055
22,7,17,5,1,1,37.96964669607663
10,12,18,5,1,1,36.67343199927053
7,12,18,5,1,1,34.401429087766736
17,12,18,5,1,1,39.159668265623374
12,12,18,5,1,1,35.97203974956059
17,12,18,5,1,1,42.89006278508423
6,12,18,5,1,1,31.2656371099621
12,12,18,5,1,1,34.81890378613638
11,12,18,5,1,1,37.043880262113355
13,12,18,5,1,1,36.17295281884035
11,12,18,5,1,1,38.27420400499363
10,12,18,5,1,1,36.86031284230914
7,12,18,5,1,1,33.95437609483479
14,14,19,5,1,1,43.24134498171597
9,14,19,5,1,1,36.94854580186724
15,14,19,5,1,1,46.639990012953206
11,14,19,5,1,1,43.28937095590493
13,14,19,5,1,1,42.288974870349186
12,14,19,5,1,1,43.31677237562471
10,14,19,5,1,1,39.130064269810596
14,14,19,5,1,1,43.1639508125079
12,14,19,5,1,1,40.104978125920816
22,14,19,5,1,1,51.56131115080668
11,14,19,5,1,1,38.73445670375762
23,14,19,5,1,1,49.24372111562559
8,14,19,5,1,1,36.93181386145453
15,14,19,5,1,1,43.05015781458625
18,7,20,5,0,1,29.862245405649155
17,7,20,5,0,1,29.83819263852504
11,7,20,5,0,1,23.04690362040636
8,7,20,5,0,1,20.938014635873646
7,7,20,5,0,1,18.737857909016896
12,7,20,5,0,1,24.688216286878948
16,7,20,5,0,1,28.609894771342827
19,7,21,5,0,1,31.109657742111455
18,7,21,5,0,1,26.539911700824966
9,7,21,5,0,1,17.052534399053876
11,7,21,5,0,1,16.897745944693003
15,7,21,5,0,1,24.70642337792067
8,7,21,5,0,1,15.309318115202569
7,7,21,5,0,1,19.767056051985506
10,5,7,6,0,1,15.59891917359224
24,5,7,6,0,1,33.03851591228665
19,5,7,6,0,1,25.003835679090358
3,5,7,6,0,1,11.249147968451771
16,5,7,6,0,1,28.190795137161587
7,4,8,6,0,1,10.63747536856673
18,4,8,6,0,1,20.0
22,4,8,6,0,1,24.068163634104287
10,4,8,6,0,1,15.798192938852598
12,3,9,6,0,1,17.055152264515574
24,3,9,6,0,1,26.0
12,3,9,6,0,1,14.0
27,10,10,6,0,1,43.73848717841525
5,10,10,6,0,1,18.51447599757872
16,10,10,6,0,1,30.70201428751559
13,10,10,6,0,1,28.134155247770902
12,10,10,6,0,1,29.65065132612384
22,10,10,6,0,1,37.200274258037375
16,10,10,6,0,1,32.76923440382251
3,10,10,6,0,1,17.20278839230397
24,10,10,6,0,1,42.46982288597161
16,10,10,6,0,1,34.31650730573269
16,28,11,6,1,1,45.90953223841058
16,28,11,6,1,1,48.13582949858876
15,28,11,6,1,1,45.12808394908765
16,28,11,6,1,1,43.29035909752399
19,28,11,6,1,1,48.27241426010152
22,28,11,6,1,1,50.93206470240136
16,28,11,6,1,1,47.48063668238162
11,28,11,6,1,1,40.79852323314665
9,28,11,6,1,1,37.17167498010458
15,28,11,6,1,1,46.123856536618845
7,28,11,6,1,1,37.91842357792999
10,28,11,6,1,1,42.96172620188286
9,28,11,6,1,1,41.6436448401015
10,28,11,6,1,1,40.4283302366632
13,28,11,6,1,1,44.55514194678725
12,28,11,6,1,1,40.943359163829506
23,28,11,6,1,1,56.78830611346032
10,28,11,6,1,1,40.383745492726796
15,28,11,6,1,1,47.76273530739618
11,28,11,6,1,1,42.88881179522109
6,28,11,6,1,1,36.492210227198065
9,28,11,6,1,1,38.064050226484206
15,28,11,6,1,1,46.292495410518114
16,28,11,6,1,1,47.719250985388854
21,28,11,6,1,1,50.47820482738369
10,28,11,6,1,1,42.91337312393327
15,28,11,6,1,1,43.790464586700466
12,28,11,6,1,1,45.44282817032699
12,10,12,6,1,1,34.06587372221733
18,10,12,6,1,1,41.544678409486686
18,10,12,6,1,1,43.366135339412274
12,10,12,6,1,1,34.55630538647061
11,10,12,6,1,1,32.1654960989681
14,10,12,6,1,1,36.63173711858912
14,10,12,6,1,1,35.75425602908933
7,10,12,6,1,1,30.2755839195345
9,10,12,6,1,1,33.272493098853076
11,10,12,6,1,1,32.56099117357045
17,23,13,6,1,1,46.006782455391125
21,23,13,6,1,1,53.67617910411122
13,23,13,6,1,1,45.51070145009656
12,23,13,6,1,1,41.821145689104384
20,23,13,6,1,1,50.597872314550536
16,23,13,6,1,1,47.46544768845311
8,23,13,6,1,1,39.55552045709147
13,23,13,6,1,1,39.21507066571806
16,23,13,6,1,1,46.641146274094744
11,23,13,6,1,1,44.882506006106595
18,23,13,6,1,1,48.87435537561454
9,23,13,6,1,1,44.50596071422042
9,23,13,6,1,1,33.3937860638367
13,23,13,6,1,1,43.08315734510971
14,23,13,6,1,1,41.44355098917898
7,23,13,6,1,1,36.482757292472016
22,23,13,6,1,1,54.339660077193884
14,23,13,6,1,1,45.33114287958426
9,23,13,6,1,1,41.995010279630435
15,23,13,6,1,1,44.05211262087548
5,23,13,6,1,1,36.366646091515385
17,23,13,6,1,1,45.125426176859065
16,23,13,6,1,1,44.28540362182124
9,6,14,6,0,1,17.95791982076471
4,6,14,6,0,1,12.241107530939928
10,6,14,6,0,1,18.957877243149827
14,6,14,6,0,1,23.031811093108892
23,6,14,6,0,1,32.15987433084176
10,6,14,6,0,1,18.808059714541265
20,2,15,6,0,1,22.0
10,2,15,6,0,1,14.20436417885947
12,3,16,6,0,1,17.159119129258414
16,3,16,6,0,1,21.014466304979955
12,3,16,6,0,1,14.181516530494587
9,17,17,6,1,1,43.433317831486
18,17,17,6,1,1,50.544016026272544
30,17,17,6,1,1,57.97649973197352
13,17,17,6,1,1,47.07645490074401
15,17,17,6,1,1,48.527882792573656
21,17,17,6,1,1,50.62487045182845
17,17,17,6,1,1,45.3885171828891
10,17,17,6,1,1,42.93732340747197
18,17,17,6,1,1,47.86999287019532
13,17,17,6,1,1,43.59990469904879
7,17,17,6,1,1,35.17304863217068
15,17,17,6,1,1,48.79896291831592
3,17,17,6,1,1,33.21038165857609
7,17,17,6,1,1,37.49852447754352
15,17,17,6,1,1,46.82588681298038
14,17,17,6,1,1,40.774660715216946
21,17,17,6,1,1,51.51872731275037
7,8,18,6,1,1,25.154324871092175
8,8,18,6,1,1,26.66892016451307
16,8,18,6,1,1,36.165680001840286
16,8,18,6,1,1,33.44506750242179
8,8,18,6,1,1,30.500514255622583
21,8,18,6,1,1,36.78182971039753
13,8,18,6,1,1,29.720210590435958
13,8,18,6,1,1,30.671013587291945
11,12,19,6,1,1,35.14082733333589
10,12,19,6,1,1,39.51140718855763
11,12,19,6,1,1,37.30599175016286
14,12,19,6,1,1,42.880878202148445
15,12,19,6,1,1,41.55077594148566
21,12,19,6,1,1,46.47244574005148
14,12,19,6,1,1,37.71099170269073
8,12,19,6,1,1,37.195359361756154
13,12,19,6,1,1,35.01330807053645
6,12,19,6,1,1,33.26518390869247
24,12,19,6,1,1,51.99579467250632
20,12,19,6,1,1,45.41698661209071
18,4,20,6,0,1,23.92365977584633
7,4,20,6,0,1,13.59381888339093
4,4,20,6,0,1,11.826810727192182
21,4,20,6,0,1,23.998986251534156
7,5,21,6,0,1,13.292142335318863
21,5,21,6,0,1,29.347330332563892
9,5,21,6,0,1,17.107734409633917
14,5,21,6,0,1,22.592650424260057
20,5,21,6,0,1,23.949068823787453
15,14,7,0,0,0,42.35992067695426
