prep_time,queue_length,hour,day_of_week,is_peak,is_weekend,actual_wait
16,12,10,4,0,0,39.44330156186669
14,28,11,4,1,0,48.11058468292342
16,28,11,4,1,0,48.04796392139165
7,28,11,4,1,0,40.62790934028115
10,28,11,4,1,0,44.117636958343816
17,28,11,4,1,0,49.61022848759151
15,28,11,4,1,0,47.92119324861572
21,28,11,4,1,0,56.02861687556183
8,28,11,4,1,0,42.44971170793491
18,28,11,4,1,0,48.46060448467856
14,28,11,4,1,0,46.16851647576431
6,28,11,4,1,0,38.79500432213745
16,28,11,4,1,0,53.15644713127728
13,28,11,4,1,0,47.138559857656574
16,28,11,4,1,0,45.79887191826581
19,28,11,4,1,0,53.18990346991819
12,28,11,4,1,0,45.99175794909214
6,28,11,4,1,0,39.91678572862712
17,28,11,4,1,0,47.26963455224436
13,28,11,4,1,0,46.100698335466376
10,28,11,4,1,0,41.97501278448092
17,28,11,4,1,0,45.08444731387447
19,28,11,4,1,0,48.684840026332985
23,28,11,4,1,0,58.721042760434
17,28,11,4,1,0,48.589699229203056
28,28,11,4,1,0,63.75799111917994
11,28,11,4,1,0,45.55241617599837
21,28,11,4,1,0,53.2848751537626
12,28,11,4,1,0,43.26428674662022
19,22,12,4,1,0,51.23114308132638
12,22,12,4,1,0,48.03412200524172
14,22,12,4,1,0,48.58068083019335
24,22,12,4,1,0,57.37997824145025
24,22,12,4,1,0,59.09467714719601
9,22,12,4,1,0,40.05223340551645
13,22,12,4,1,0,46.22566587656849
4,22,12,4,1,0,35.35751012149341
12,22,12,4,1,0,43.014617788654284
17,22,12,4,1,0,50.1558686304587
21,22,12,4,1,0,53.05070990242223
8,22,12,4,1,0,38.94068728953048
17,22,12,4,1,0,48.95736427917224
6,22,12,4,1,0,39.81272157262606
12,22,12,4,1,0,44.20405580995558
14,22,12,4,1,0,47.17841910838649
9,22,12,4,1,0,41.07869285840638
9,22,12,4,1,0,41.63138938467403
17,22,12,4,1,0,51.048298017056695
19,22,12,4,1,0,51.721348413989126
6,22,12,4,1,0,36.75158328087193
16,22,12,4,1,0,47.42333430756738
21,23,13,4,1,0,52.277753870446894
6,23,13,4,1,0,41.97079418271341
13,23,13,4,1,0,45.56872239174274
13,23,13,4,1,0,45.859193744014206
13,23,13,4,1,0,46.89125722790497
16,23,13,4,1,0,48.25611441552592
11,23,13,4,1,0,44.35207546375588
12,23,13,4,1,0,44.90660374742253
12,23,13,4,1,0,45.21803816518338
24,23,13,4,1,0,58.220744815120426
17,23,13,4,1,0,50.57679340912474
11,23,13,4,1,0,43.94693667958973
8,23,13,4,1,0,41.078883020521104
17,23,13,4,1,0,50.05777911601087
12,23,13,4,1,0,44.52745593896646
19,23,13,4,1,0,52.86303000399449
13,23,13,4,1,0,45.20945907089586
25,23,13,4,1,0,60.16476587184105
17,23,13,4,1,0,51.338330512778725
17,23,13,4,1,0,49.67553210516266
13,23,13,4,1,0,47.06068360473242
18,23,13,4,1,0,51.48763463670198
10,23,13,4,1,0,41.516275842224694
12,8,14,4,0,0,25.669747394714296
11,8,14,4,0,0,23.87945718591725
6,8,14,4,0,0,19.422729212110045
6,8,14,4,0,0,22.641250831086197
20,8,14,4,0,0,31.268771126793034
8,8,14,4,0,0,21.694301767382704
10,8,14,4,0,0,25.403275934394763
12,8,14,4,0,0,30.784014962192412
14,9,15,4,0,0,31.48814988586415
24,9,15,4,0,0,43.01736138516506
15,9,15,4,0,0,31.445678067462634
7,9,15,4,0,0,23.04898837545187
10,9,15,4,0,0,29.01952374692407
13,9,15,4,0,0,31.977449129555804
8,9,15,4,0,0,24.266975303847033
17,9,15,4,0,0,30.747662777373634
12,9,15,4,0,0,27.38038705390373
19,7,16,4,0,0,26.877541070997097
13,7,16,4,0,0,23.654218346622056
9,7,16,4,0,0,23.19673242571865
10,7,16,4,0,0,22.255767458001944
18,7,16,4,0,0,27.82499154767068
19,7,16,4,0,0,30.973839044516442
13,7,16,4,0,0,28.29151388959049
22,26,17,4,1,0,55.927507561732945
21,26,17,4,1,0,54.26807498595113
14,26,17,4,1,0,48.429400506977444
12,26,17,4,1,0,43.87302650369347
16,26,17,4,1,0,49.09463646593947
12,26,17,4,1,0,49.601953430834534
19,26,17,4,1,0,55.134402139287005
30,26,17,4,1,0,65.19870514880218
10,26,17,4,1,0,42.15520057784153
10,26,17,4,1,0,41.37943885292021
4,26,17,4,1,0,40.691251614925335
15,26,17,4,1,0,48.91109335347432
11,26,17,4,1,0,42.94484749742116
5,26,17,4,1,0,40.792288047124
26,26,17,4,1,0,55.2564363730086
15,26,17,4,1,0,46.06920194359536
10,26,17,4,1,0,40.6521121439265
18,26,17,4,1,0,52.78348906437213
11,26,17,4,1,0,43.85962981251571
17,26,17,4,1,0,48.724975127931216
8,26,17,4,1,0,42.06348774533055
9,26,17,4,1,0,38.36673057998917
20,26,17,4,1,0,52.0535437048594
20,26,17,4,1,0,51.120911091968544
10,26,17,4,1,0,42.44813748588876
9,26,17,4,1,0,41.57337651158029
23,21,18,4,1,0,54.42443533867706
17,21,18,4,1,0,51.6106688669808
10,21,18,4,1,0,42.85223775281784
9,21,18,4,1,0,44.30491640355121
8,21,18,4,1,0,41.471631355374626
14,21,18,4,1,0,46.123439319387444
13,21,18,4,1,0,44.65438020549346
7,21,18,4,1,0,41.059666251715974
16,21,18,4,1,0,47.717054526516385
16,21,18,4,1,0,51.22066240287587
15,21,18,4,1,0,44.9431774615103
19,21,18,4,1,0,52.98360665654139
10,21,18,4,1,0,44.03691797660175
20,21,18,4,1,0,45.77658793642252
9,21,18,4,1,0,43.00952601877581
10,21,18,4,1,0,42.72823515404751
12,21,18,4,1,0,43.70052411411734
16,21,18,4,1,0,51.39248391198155
9,21,18,4,1,0,44.17487303871481
12,21,18,4,1,0,43.63212686292338
28,21,18,4,1,0,59.43602744714914
15,17,19,4,1,0,45.8840336734109
16,17,19,4,1,0,48.20241799932672
22,17,19,4,1,0,56.323279203556076
20,17,19,4,1,0,52.379795790546055
12,17,19,4,1,0,44.4197119794094
20,17,19,4,1,0,53.789839955304345
11,17,19,4,1,0,44.06582880501419
12,17,19,4,1,0,45.34291001893331
10,17,19,4,1,0,39.94259957942509
25,17,19,4,1,0,55.90981445372064
8,17,19,4,1,0,41.99995904499914
11,17,19,4,1,0,44.00617404727275
21,17,19,4,1,0,51.15272025740805
16,17,19,4,1,0,49.25352362075335
14,17,19,4,1,0,47.64097714389135
12,17,19,4,1,0,46.736604840209495
8,17,19,4,1,0,41.90435387660004
8,10,20,4,0,0,23.453688456573005
15,10,20,4,0,0,33.16749990276937
13,10,20,4,0,0,27.329748758434125
7,10,20,4,0,0,22.69216613723295
18,10,20,4,0,0,35.35391249125676
18,10,20,4,0,0,37.66925299480931
12,10,20,4,0,0,24.230779417687632
23,10,20,4,0,0,39.28795205134065
11,10,20,4,0,0,27.80613293169752
19,10,20,4,0,0,38.44867041738716
24,8,21,4,0,0,40.94746401019757
20,8,21,4,0,0,30.068799976114537
6,8,21,4,0,0,21.10973361708781
12,8,21,4,0,0,26.45682144712206
14,8,21,4,0,0,27.47705619655616
8,8,21,4,0,0,26.4090126336012
17,8,21,4,0,0,28.87769219895529
7,8,21,4,0,0,17.842915245817736
11,5,7,5,0,1,17.07155059500924
13,5,7,5,0,1,21.10545986608081
13,5,7,5,0,1,19.246017584814865
11,5,7,5,0,1,15.914693259632521
17,5,7,5,0,1,27.463498782822175
10,3,8,5,0,1,12.189997310156196
19,3,8,5,0,1,25.364308622078333
16,3,8,5,0,1,20.059860219942074
7,5,9,5,0,1,12.690260340777783
4,5,9,5,0,1,11.335088981273934
12,5,9,5,0,1,21.204010277227045
4,5,9,5,0,1,7.809654809044916
7,5,9,5,0,1,11.984292752802117
18,3,10,5,0,1,20.0
12,3,10,5,0,1,14.0
15,3,10,5,0,1,17.0
20,24,11,5,1,1,51.45071755161503
17,24,11,5,1,1,49.445229062725744
20,24,11,5,1,1,49.386768255871715
13,24,11,5,1,1,41.85312697121789
8,24,11,5,1,1,34.82016328925652
11,24,11,5,1,1,39.3764746032735
13,24,11,5,1,1,43.105646946356224
20,24,11,5,1,1,53.904567828284016
8,24,11,5,1,1,39.00498496463861
9,24,11,5,1,1,43.09674881152666
28,24,11,5,1,1,58.17834844382391
19,24,11,5,1,1,50.734468869709495
11,24,11,5,1,1,41.45603610079615
12,24,11,5,1,1,38.31694318047946
8,24,11,5,1,1,40.32538645370772
9,24,11,5,1,1,41.10363457931277
12,24,11,5,1,1,43.90904424572632
21,24,11,5,1,1,50.4475219185042
9,24,11,5,1,1,42.67956887768014
6,24,11,5,1,1,38.62867017516798
15,24,11,5,1,1,47.40270778313259
8,24,11,5,1,1,36.410965048667066
12,24,11,5,1,1,41.47731060688525
21,24,11,5,1,1,51.646405464149744
12,20,12,5,1,1,43.172666661214244
14,20,12,5,1,1,40.46032033712807
9,20,12,5,1,1,37.22053925733556
12,20,12,5,1,1,40.43816921669913
6,20,12,5,1,1,36.541080804508645
11,20,12,5,1,1,46.79584849444336
20,20,12,5,1,1,48.26706074937384
10,20,12,5,1,1,42.65349540621487
17,20,12,5,1,1,49.302440407300956
17,20,12,5,1,1,53.34079581353093
15,20,12,5,1,1,49.013696243412696
15,20,12,5,1,1,44.12009455307884
8,20,12,5,1,1,37.85206407681531
13,20,12,5,1,1,48.1964748738934
19,20,12,5,1,1,48.213900800946874
10,20,12,5,1,1,38.06139529362972
13,20,12,5,1,1,45.86348687240334
10,20,12,5,1,1,39.74066462152341
11,20,12,5,1,1,40.51517859904856
21,20,12,5,1,1,50.789891213036164
10,15,13,5,1,1,38.595264614898795
4,15,13,5,1,1,34.81059192611065
14,15,13,5,1,1,47.88859688555462
16,15,13,5,1,1,46.82356478838869
20,15,13,5,1,1,49.20423958464889
18,15,13,5,1,1,49.93497347291504
18,15,13,5,1,1,51.67015783480853
20,15,13,5,1,1,49.37523873371488
17,15,13,5,1,1,45.789845878307986
14,15,13,5,1,1,42.75807353903123
10,15,13,5,1,1,39.0899334737874
14,15,13,5,1,1,42.018377851752575
15,15,13,5,1,1,44.16611630439004
29,15,13,5,1,1,60.327131674975554
17,15,13,5,1,1,46.40296701739979
16,7,14,5,0,1,27.834848462541533
16,7,14,5,0,1,24.272447159337712
5,7,14,5,0,1,15.84334846904583
17,7,14,5,0,1,25.417898597341562
5,7,14,5,0,1,13.293033694171202
18,7,14,5,0,1,30.530903710417757
11,7,14,5,0,1,24.06410686812215
5,7,15,5,0,1,18.622995430097404
12,7,15,5,0,1,23.585187694062597
20,7,15,5,0,1,29.89534993693774
14,7,15,5,0,1,25.292057429061142
10,7,15,5,0,1,22.417458539896824
17,7,15,5,0,1,25.696494087629045
12,7,15,5,0,1,24.24910259546104
6,5,16,5,0,1,14.156439043062393
8,5,16,5,0,1,14.672496277307927
21,5,16,5,0,1,26.451923207612126
16,5,16,5,0,1,25.178279039731954
13,5,16,5,0,1,18.61899012695831
9,7,17,5,1,1,23.838756036364906
7,7,17,5,1,1,26.135811104969658
18,7,17,5,1,1,37.734319901934725
6,7,17,5,1,1,21.544620984501435
16,7,17,5,1,1,30.22784847571421
19,7,17,5,1,1,33.162152022192636
22,7,17,5,1,1,38.5375489721734
10,12,18,5,1,1,33.550245628789526
7,12,18,5,1,1,33.90024345520596
17,12,18,5,1,1,43.883454656983304
12,12,18,5,1,1,37.1402594061823
17,12,18,5,1,1,40.97559183815424
6,12,18,5,1,1,32.35023466170537
12,12,18,5,1,1,38.789778883620464
11,12,18,5,1,1,36.98566316781427
13,12,18,5,1,1,39.60965410555316
11,12,18,5,1,1,34.86927396433989
10,12,18,5,1,1,32.954839696232725
7,12,18,5,1,1,33.35071873418722
14,14,19,5,1,1,44.26283645331165
9,14,19,5,1,1,40.1674401148572
15,14,19,5,1,1,45.52652408219546
11,14,19,5,1,1,38.66522195027674
13,14,19,5,1,1,39.13450813752353
12,14,19,5,1,1,42.76502116625221
10,14,19,5,1,1,41.05148751905823
14,14,19,5,1,1,42.658371486937256
12,14,19,5,1,1,39.849313973598065
22,14,19,5,1,1,53.391896419638776
11,14,19,5,1,1,38.50569411079906
23,14,19,5,1,1,51.24322566397834
8,14,19,5,1,1,36.58364399854811
15,14,19,5,1,1,44.6385378799412
18,7,20,5,0,1,27.281648032394216
17,7,20,5,0,1,30.174125273272363
11,7,20,5,0,1,19.135546244878565
8,7,20,5,0,1,15.87516048426343
7,7,20,5,0,1,20.886429505310865
12,7,20,5,0,1,22.762053955765985
16,7,20,5,0,1,27.452544481029925
19,7,21,5,0,1,30.097090573357782
18,7,21,5,0,1,29.67749444850785
9,7,21,5,0,1,16.808428009216872
11,7,21,5,0,1,21.797028994152143
15,7,21,5,0,1,24.550964260944035
8,7,21,5,0,1,19.645853144386567
7,7,21,5,0,1,18.35978615862887
10,5,7,6,0,1,14.060792008186612
24,5,7,6,0,1,29.50794965401528
19,5,7,6,0,1,24.67707465889807
3,5,7,6,0,1,10.214779901592298
16,5,7,6,0,1,21.75435554922735
7,4,8,6,0,1,9.0
18,4,8,6,0,1,23.552289015798227
22,4,8,6,0,1,25.836458686231655
10,4,8,6,0,1,14.02387376783576
12,3,9,6,0,1,15.420559408210158
24,3,9,6,0,1,26.600827294675558
12,3,9,6,0,1,17.280776203003814
27,10,10,6,0,1,42.441621056218864
5,10,10,6,0,1,23.745232984552988
16,10,10,6,0,1,31.1589520836756
13,10,10,6,0,1,28.86541265653099
12,10,10,6,0,1,27.466774851494765
22,10,10,6,0,1,36.51033358396727
16,10,10,6,0,1,36.15201492589694
3,10,10,6,0,1,14.045315947850716
24,10,10,6,0,1,37.58440563546966
16,10,10,6,0,1,34.0707888590849
16,28,11,6,1,1,46.707975845786464
16,28,11,6,1,1,48.14861777405539
15,28,11,6,1,1,47.84031727942454
16,28,11,6,1,1,46.88053984285841
19,28,11,6,1,1,45.193202596391465
22,28,11,6,1,1,48.65789980613567
16,28,11,6,1,1,42.68235977761664
11,28,11,6,1,1,43.96326417554837
9,28,11,6,1,1,36.05301347304273
15,28,11,6,1,1,42.86031231709154
7,28,11,6,1,1,39.953271025211635
10,28,11,6,1,1,39.09763637797809
9,28,11,6,1,1,38.59495547611111
10,28,11,6,1,1,42.21596039043927
13,28,11,6,1,1,42.98194733434568
12,28,11,6,1,1,43.14563847841471
23,28,11,6,1,1,58.07549894835685
10,28,11,6,1,1,40.753761882829664
15,28,11,6,1,1,45.80488555030619
11,28,11,6,1,1,40.8521578533451
6,28,11,6,1,1,37.164240079114805
9,28,11,6,1,1,42.46878552777241
15,28,11,6,1,1,47.29376506187714
16,28,11,6,1,1,49.48841728606301
21,28,11,6,1,1,50.71661791930047
10,28,11,6,1,1,36.321572223786454
15,28,11,6,1,1,43.6991732167229
12,28,11,6,1,1,40.80320056704439
12,10,12,6,1,1,32.98052879578527
18,10,12,6,1,1,39.38543613932203
18,10,12,6,1,1,42.0891606568412
12,10,12,6,1,1,33.75530218816939
11,10,12,6,1,1,33.17416101626728
14,10,12,6,1,1,36.40394159809206
14,10,12,6,1,1,32.776501359704405
7,10,12,6,1,1,33.52701184613251
9,10,12,6,1,1,29.98961595819683
11,10,12,6,1,1,36.30573700015357
17,23,13,6,1,1,48.5777487578584
21,23,13,6,1,1,54.81322693644702
13,23,13,6,1,1,42.69329026975804
12,23,13,6,1,1,40.78271044734817
20,23,13,6,1,1,53.422551825479765
16,23,13,6,1,1,45.33236485721074
8,23,13,6,1,1,40.3582391610726
13,23,13,6,1,1,42.97161965483383
16,23,13,6,1,1,46.29186397347578
11,23,13,6,1,1,41.89068499765656
18,23,13,6,1,1,46.0489368994735
9,23,13,6,1,1,38.13782660263422
9,23,13,6,1,1,40.895799609553535
13,23,13,6,1,1,41.464287515185475
14,23,13,6,1,1,43.89511300572851
7,23,13,6,1,1,36.87747823716988
22,23,13,6,1,1,49.74401304973405
14,23,13,6,1,1,44.24122104627162
9,23,13,6,1,1,41.37190937342748
15,23,13,6,1,1,46.41323942256812
5,23,13,6,1,1,33.93912772311917
17,23,13,6,1,1,46.962949556552076
16,23,13,6,1,1,47.199070997444146
9,6,14,6,0,1,17.091806876926423
4,6,14,6,0,1,15.57559396054575
10,6,14,6,0,1,21.285117424257955
14,6,14,6,0,1,22.70419955198116
23,6,14,6,0,1,32.158417440124204
10,6,14,6,0,1,23.411627454028554
20,2,15,6,0,1,23.47014743478108
10,2,15,6,0,1,12.0
12,3,16,6,0,1,16.532429636750127
16,3,16,6,0,1,21.496395040246462
12,3,16,6,0,1,14.559184673498095
9,17,17,6,1,1,40.160286466929136
18,17,17,6,1,1,49.22059161837506
30,17,17,6,1,1,60.58215296297094
13,17,17,6,1,1,42.00506195941608
15,17,17,6,1,1,46.39837350818699
21,17,17,6,1,1,54.99837289999277
17,17,17,6,1,1,48.32338642475891
10,17,17,6,1,1,38.28292737447256
18,17,17,6,1,1,45.41515832952057
13,17,17,6,1,1,44.926682231157194
7,17,17,6,1,1,36.466610707191805
15,17,17,6,1,1,44.218793991849545
3,17,17,6,1,1,35.67926891690588
7,17,17,6,1,1,37.94135223605334
15,17,17,6,1,1,46.47221725041406
14,17,17,6,1,1,41.90376141026417
21,17,17,6,1,1,49.757910432979685
7,8,18,6,1,1,21.198331409476346
8,8,18,6,1,1,27.643755566753413
16,8,18,6,1,1,32.974562304236734
16,8,18,6,1,1,32.424534386191084
8,8,18,6,1,1,27.494443355727736
21,8,18,6,1,1,41.411176156474895
13,8,18,6,1,1,32.284848306319795
13,8,18,6,1,1,31.645513167758157
11,12,19,6,1,1,36.35251727145532
10,12,19,6,1,1,36.56709647634201
11,12,19,6,1,1,34.133008296441766
14,12,19,6,1,1,39.76909996265744
15,12,19,6,1,1,38.21296034347654
21,12,19,6,1,1,48.49924978535027
14,12,19,6,1,1,39.83466133219914
8,12,19,6,1,1,36.230518110683334
13,12,19,6,1,1,38.07288906075952
6,12,19,6,1,1,29.478040016740454
24,12,19,6,1,1,49.72072668509457
20,12,19,6,1,1,45.49971468847707
18,4,20,6,0,1,25.163061606494075
7,4,20,6,0,1,10.844373536390933
4,4,20,6,0,1,10.7112161065185
21,4,20,6,0,1,27.90270681371925
7,5,21,6,0,1,16.551959616751947
21,5,21,6,0,1,30.917697500859447
9,5,21,6,0,1,15.46164236640383
14,5,21,6,0,1,20.87508716314188
20,5,21,6,0,1,23.84077057422084
15,14,7,0,0,0,37.98755533329237
